1764296	889655	35704	11165
2429360	851969	38256	9879
1497984	998503	135247	40916
1059696	451597	23988	5456
1463168	448711	26747	12106
1955920	617299	57845	22408
1093872	319216	35978	5772
3792660	1329855	67099	16254
3470104	1815256	48351	14372
1713888	1122653	29669	7359
2597760	1797955	64742	11911
1805024	1512047	13346	2493
2433264	1198716	40196	8912
1217424	622228	16108	4007
1783584	933517	27006	8209
1309920	765753	21276	5275
9935616	4965624	156474	42186
3350752	1678508	53410	13312
3031660	2152605	53656	11613
2222640	1192802	30733	8012
2564612	2562587	909	224
1152624	764010	15230	3518
1119856	744505	15919	4264
1079696	437154	11370	3261
2332016	1302385	36634	8956
1669808	953096	23664	6154
2368272	1401245	40675	9413
8812704	5403115	137400	36013
3002656	1680827	91455	24053
1108192	609364	67031	18560
3356352	1580507	51840	11878
3161424	1369469	40149	10956
3161968	1368372	39351	10760
3176464	1376007	40779	12385
3144688	1376841	38242	10418
3131680	1372448	46766	11846
1832624	754830	21882	6257
2189776	905637	29231	7828
2957344	1375457	45102	10011
2729216	1181275	32759	8755
3199152	1405769	39824	12727
2975296	1327682	48041	11414
6679808	2481543	66581	22135
4387264	1774052	48317	14244
1272320	481133	14455	4188
1596608	846332	22698	5206
2486080	1365448	39652	9189
6754688	2679828	62447	18071
1820416	1091661	25188	5930
10397008	5267623	78504	21636
1843856	1154305	25371	5976
9015728	4310665	74532	19591
1492976	599283	17164	4717
6945696	2852817	86181	22238
1755200	958928	25038	6702
6309168	4232747	108849	22468
2259136	1081165	28653	8064
47133008	26233513	737165	201412
1223360	609555	17028	4588
1560864	895074	24704	6217
1630944	820528	22231	6105
1166992	659499	21667	7276
1813936	1154937	60589	17405
1190208	574951	16082	5271
1755216	920473	25463	4880
15370688	8057827	219097	59404
2186976	942718	24930	6401
4997408	1971064	74359	20349
1592992	828642	20096	5995
1148416	592286	12696	2947
10419600	4474000	133491	37935
2647392	900394	22944	8321
12498752	6290728	175799	48240
2074032	830187	21543	6393
4299696	1350368	38707	11301
15398752	8040825	228996	58266
2046944	873917	24402	7188
5092080	1619035	65319	16816
9375408	4334091	135559	39864
1195440	589172	16334	4522
2111664	1086787	23423	6230
28142864	14767641	455269	138372
2442992	1023695	29000	7615
6215808	2407330	141422	40254
1278768	453949	15620	4127
1278192	724866	38903	4339
2005712	628986	14137	4271
2294560	819830	23119	6002
1503392	685232	19774	5347
1619392	950218	23705	7951
1230864	773743	22887	6033
1070608	921319	6271	2200
1443808	768148	22730	6390
4329408	2509202	75835	23401
1094768	643159	16878	4104
1055520	616832	14113	5166
1186240	707658	24100	6009
1869856	793589	28883	8747
1863296	1300833	38624	10136
4408912	2805475	87496	21676
1261168	605550	26574	11436
1050496	509965	23711	6256
3047360	1551465	155132	18447
5970752	3183714	326418	48777
5107312	2633481	105586	20336
12712768	6138618	248984	54542
1254480	822988	19120	4937
2391520	1184627	35609	9590
13124432	8788619	173832	44210
4409120	2736753	65899	16104
1328816	700760	22648	5077
6086304	3560249	109975	25075
3679312	1699926	51796	13762
2922128	2020264	44550	9441
5234432	2559555	85675	24171
1899008	1679881	7184	2756
1060336	543229	14229	3519
2974832	1480624	60172	18136
8316864	4569001	161350	35818
2030848	1043502	28415	8554
6752736	3409198	122216	38806
1446784	741991	25457	6682
1151040	595149	19167	7556
2295280	1177617	65964	15452
1296144	698155	18460	4803
1824912	950644	25485	6534
1545024	768748	22357	5509
16264732	9632021	180748	48000
2450160	1390083	45289	9088
2650112	1516203	62716	13255
2986096	1164326	32748	11147
2481840	1610187	40867	9390
1189632	985996	8671	1705
2023643	1659064	6406	1447
1808832	1014779	28597	7965
1362544	681734	21313	5714
1582128	781458	39689	7829
2928428	1336452	5037	2018
28996640	13094692	578653	122581
2846256	1579013	44733	12781
6077360	3587272	172881	42119
1925840	1014881	31861	7777
1380976	676817	19847	5859
2137952	1059102	42784	14857
7114560	6587842	36974	10961
1298032	624569	19646	5116
3623600	2051204	62285	16964
1082576	574907	18826	5337
1359696	720549	22858	5173
1124672	588297	18603	4451
4386144	2292265	68662	21447
2621984	1329822	41083	10989
1086112	545367	19903	4709
1263584	584008	18828	5771
1725232	879352	26600	6716
1328244	1012644	15161	3707
1723696	897095	25284	6172
6033040	2976514	86154	24275
6950816	4737911	77913	18406
1081520	582287	17649	4880
5138432	2872949	84548	21114
1190909	617009	12877	3396
1090240	506790	14898	3786
13642112	7189959	203534	67027
8806000	3992690	115700	33285
3131363	2409544	15121	4282
1305651	1086489	1461	404
3902192	2000837	69089	16021
1221163	902096	4833	1225
1841923	1552468	5667	1237
83605040	46467952	1659912	1080529
1363808	564398	43007	11370
13291520	8620810	431589	60166
3158848	1700125	63524	15249
3591200	1961386	82421	24011
57972688	30925063	1262348	358633
45629560	24021166	970796	222381
46250296	25418648	1764548	352731
45629560	24021166	3161328	326290
45629560	24021166	1199227	368052
1317824	616692	35611	8969
6600864	5803923	133973	22847
3860522	3745325	15908	2963
1074096	486757	47289	6382
1856144	999145	64346	12781
4987952	2675897	128756	37814
1115488	553137	25674	7069
1697968	839488	40599	10914
6787936	3919487	187041	42502
1739056	962420	51353	12730
2456736	1255226	62240	18788
2190816	912975	43519	13274
5965572	3455981	158823	48907
1087480	678864	26703	6397
3349600	1996870	87816	32938
1691440	1019165	42920	9944
2469344	1353750	83890	19288
1922928	1070716	64566	13117
1173168	700907	28761	8334
2012960	1190243	36033	9121
1951824	1032892	36221	8930
2088736	1608685	41980	9128
2160448	1163171	55573	13759
2151296	1157167	61605	14888
2367648	1283046	68917	16209
11205408	6476631	391295	187668
1062192	634981	44687	7611
8811632	4969071	491962	167916
1816512	947857	76620	16086
1656784	876071	65332	10236
1586992	795453	44000	19480
1574000	674362	41676	53269
1409504	668471	48678	16021
1354672	620961	48038	16515
1192272	534676	48754	8617
1268592	627699	66185	8015
1525477	577904	24158	6155
3007456	2567409	60876	11914
7437664	4951349	361774	78103
1538144	787798	96449	11366
1736624	963834	74247	22021
1174032	626401	57559	16273
1090288	524485	36395	22265
13350096	7339305	791084	122247
1439312	710382	35662	15345
1568960	789727	51678	13577
21879760	13084451	589507	148500
39244400	29205988	1504570	335421
23849392	14814721	750735	247011
1261888	706918	35994	9753
2427856	1251657	72195	20149
6811488	3506118	201640	101864
