1764296	743772	193640	301494
2429360	1124781	652440	104097
1497984	878295	279112	60479
1059696	354761	107496	28400
1463168	583959	460104	63117
1955920	763607	298106	156578
1093872	309880	64872	18729
3792660	950063	262315	78128
3470104	1428801	228208	79666
1713888	971152	121496	63437
2597760	1674001	227103	85189
1805024	1402571	113178	80536
2433264	972507	171638	65934
1217424	485743	80055	30787
1783584	781493	142299	48439
1309920	622349	106814	35505
9935616	3869847	833994	450137
3350752	1356516	233176	77489
3031660	1925681	326792	150713
2222640	960744	166721	62643
2564612	2559760	89145	40273
1152624	681764	71118	33910
1119856	661548	75578	32077
1079696	353088	59631	21945
2332016	1055704	181504	68075
1669808	803645	242195	76050
2368272	1197599	219897	67447
8812704	4676161	737315	364426
3002656	1631298	353789	130449
1108192	514165	85592	28990
3356352	1218737	442060	190778
3161424	1147701	356525	104007
3161968	1147708	314807	143755
3176464	1150814	213116	93129
3144688	1147686	508505	246906
3131680	1143362	379827	138081
1832624	585738	231110	69158
2189776	722523	506963	90361
2957344	1091376	331372	79519
2729216	920278	218874	129329
3199152	1103777	233625	85893
2975296	1050368	327352	92927
6679808	1890834	468637	155554
4387264	1258071	498226	112015
1272320	368348	131986	31871
1596608	715308	122666	57232
2486080	1163925	296198	75269
6754688	2185375	442090	147882
1820416	929962	187442	82096
10397008	4582599	686751	422760
1843856	1000401	173603	73058
9015728	3681702	655647	180524
1492976	454742	107239	35717
6945696	2273293	518548	214579
1755200	782309	159252	62686
6309168	3866026	711822	321561
2259136	841860	184032	97933
47133008	21235771	5223939	1780942
1223360	488206	104679	40857
1560864	752482	177314	58427
1630944	674129	140837	52556
1166992	527627	147483	37775
1813936	1018592	196878	69969
1190208	433914	95280	29034
1755216	758597	167590	56161
15370688	7212023	1514595	523253
2186976	813895	203736	66674
4997408	1682162	454574	150727
1592992	691233	165857	46308
1148416	493515	94080	38333
10419600	3819737	906513	309133
2647392	1022057	236426	99380
12498752	5636083	1207169	438415
2074032	741796	147658	92969
4299696	1425679	366548	128455
15398752	7206059	1737907	704469
2046944	763835	199613	61389
5092080	1676847	406155	179538
9375408	3945160	839338	413046
1195440	466182	140657	45691
2111664	895508	160579	67980
28142864	13103177	3018198	1497034
